Sample no.,X,Y
70282,66.71,132.13
70283,66.71,132.13
70284,65.9,132.15
70285,61.11,130.53
70286,61.11,130.53
70287,65.9,132.15
70288,65.9,132.15
70289,65.9,132.15
70290,65.9,132.15
70291,65.9,132.15
70292,65.9,132.15
70293,65.9,132.15
70294,65.9,132.15
70295,65.9,132.15
70296,66.71,132.13
70297,65.9,132.15
70298,65.9,132.15
70299,65.9,132.15
70300,61.11,130.53
70301,66.71,132.13
70302,66.71,132.13
70303,66.71,132.13
70304,66.71,132.13
70305,65.9,132.15
70306,65.9,132.15
70307,65.9,132.15
70308,66.71,132.13
70309,65.9,132.15
70310,65.9,132.15
70311,66.71,132.13
70312,66.71,132.13
70313,65.9,132.15
70314,66.71,132.13
70315,65.9,132.15
70316,61.11,130.53
70317,65.9,132.15
70318,65.9,132.15
70319,65.9,132.15
70320,65.9,132.15
70321,61.11,130.53
70322,65.9,132.15
70323,65.9,132.15
70324,65.9,132.15
70325,65.9,132.15
70326,65.9,132.15
70327,66.71,132.13
70328,66.71,132.13
70329,66.71,132.13
70330,65.9,132.15
70331,66.71,132.13
70332,66.71,132.13
70333,66.71,132.13
70334,65.92,131.28
70335,65.92,131.28
70336,61.11,130.53
70337,65.92,131.28
70338,65.92,131.28
70339,65.92,131.28
70340,65.9,132.15
70341,65.9,132.15
70342,66.71,132.13
70343,66.71,132.13
70344,65.9,132.15
70345,66.71,132.13
70346,65.92,131.28
70347,65.9,132.15
70348,65.9,132.15
70349,65.92,131.28
70350,65.9,132.15
70351,65.92,131.28
70352,65.9,132.15
70353,65.92,131.28
70354,65.92,131.28
70355,65.92,131.28
70356,65.92,131.28
70357,61.11,130.53
70358,65.92,131.28
70359,65.9,132.15
70360,65.9,132.15
70361,65.9,132.15
70362,65.9,132.15
70363,65.9,132.15
70364,65.9,132.15
70365,65.9,132.15
70366,65.9,132.15
70367,65.92,131.28
70368,65.9,132.15
70369,65.9,132.15
70370,65.9,132.15
70371,65.9,132.15
70372,65.92,131.28
70373,65.9,132.15
70374,65.92,131.28
70375,65.92,131.28
70376,65.92,131.28
70377,65.92,131.28
70378,65.9,132.15
70379,65.92,131.28
70380,65.9,132.15
70381,65.9,132.15
70382,65.9,132.15
70383,65.92,131.28
70384,65.92,131.28
70385,65.92,131.28
70386,65.9,132.15
70387,65.92,131.28
70388,65.9,132.15
70389,61.11,130.53
70390,65.9,132.15
70391,66.71,132.13
70392,65.9,132.15
70393,65.9,132.15
70394,65.9,132.15
70395,65.9,132.15
70396,65.9,132.15
70397,65.9,132.15
70398,65.9,132.15
70399,65.9,132.15
70400,65.9,132.15
70401,65.9,132.15
70402,65.9,132.15
70403,65.9,132.15
70404,65.92,131.28
70405,65.92,131.28
70406,65.92,131.28
70407,65.92,131.28
70408,65.9,132.15
70409,65.92,131.28
70410,65.92,131.28
70411,65.92,131.28
70412,65.92,131.28
70413,65.92,131.28
70414,65.9,132.15
70415,65.92,131.28
70416,65.92,131.28
70417,65.92,131.28
70418,65.92,131.28
70419,65.92,131.28
70420,65.92,131.28
70421,65.92,131.28
70422,61.11,130.53
70423,65.92,131.28
70424,65.92,131.28
70425,65.92,131.28
70426,65.92,131.28
70427,65.92,131.28
70428,65.9,132.15
70429,60.31,130.56
70430,65.9,132.15
70431,60.31,130.56
70432,65.92,131.28
70433,65.9,132.15
70434,65.9,132.15
70435,65.92,131.28
70436,65.9,132.15
70437,65.9,132.15
70438,65.9,132.15
70439,65.9,132.15
70440,65.9,132.15
70441,65.9,132.15
70442,65.92,131.28
70443,65.9,132.15
70444,65.9,132.15
70445,65.9,132.15
70446,60.31,130.56
70447,65.9,132.15
70448,65.9,132.15
70449,59.51,130.58
70450,65.1,132.17
70451,65.1,132.17
70452,59.51,130.58
70453,60.31,130.56
70454,59.51,130.58
70455,59.51,130.58
70456,59.51,130.58
70457,59.51,130.58
70458,65.1,132.17
70459,65.1,132.17
70460,65.1,132.17
70461,65.1,132.17
70462,59.51,130.58
70463,65.11,131.3
70464,59.51,130.58
70465,60.31,130.56
70466,59.51,130.58
70467,60.31,130.56
70468,60.31,130.56
70469,60.31,130.56
70470,60.31,130.56
70471,60.31,130.56
70472,60.31,130.56
70473,60.31,130.56
70474,60.31,130.56
70475,60.31,130.56
70476,60.31,130.56
70477,60.31,130.56
70478,60.31,130.56
70479,65.1,132.17
70480,59.51,130.58
70481,59.51,130.58
70482,65.1,132.17
70483,65.1,132.17
70484,59.49,131.45
70485,59.51,130.58
70486,59.51,130.58
70487,59.51,130.58
70488,59.51,130.58
70489,65.1,132.17
70490,59.51,130.58
70491,64.31,131.32
70492,60.31,130.56
70493,60.31,130.56
70494,65.11,131.3
70495,60.31,130.56
70496,60.31,130.56
70497,65.11,131.3
70498,65.1,132.17
70499,65.1,132.17
70500,65.1,132.17
70501,65.1,132.17
70502,65.1,132.17
70503,65.1,132.17
70504,65.1,132.17
70505,65.1,132.17
70506,65.1,132.17
70507,60.31,130.56
70508,65.1,132.17
70509,59.51,130.58
70510,59.51,130.58
70511,59.51,130.58
70512,59.51,130.58
70513,59.51,130.58
70514,59.51,130.58
70515,59.51,130.58
70516,59.51,130.58
70517,59.51,130.58
70518,59.51,130.58
70519,59.51,130.58
70520,59.51,130.58
70521,59.51,130.58
70522,59.51,130.58
70523,59.51,130.58
70524,65.1,132.17
70525,59.51,130.58
70526,65.1,132.17
70527,60.31,130.56
70528,60.31,130.56
70529,60.31,130.56
70530,65.1,132.17
70531,60.31,130.56
70532,65.1,132.17
70533,60.31,130.56
70534,60.31,130.56
70535,60.31,130.56
70536,60.31,130.56
70537,60.31,130.56
70538,60.31,130.56
70539,65.1,132.17
70540,59.51,130.58
70541,65.1,132.17
70542,60.31,130.56
70543,60.31,130.56
70544,65.1,132.17
70545,65.1,132.17
70546,65.1,132.17
70547,65.1,132.17
70548,65.1,132.17
70549,60.31,130.56
70550,60.31,130.56
70551,60.31,130.56
70552,60.31,130.56
70553,65.1,132.17
70554,60.31,130.56
70555,60.31,130.56
70556,60.31,130.56
70557,60.31,130.56
70558,60.31,130.56
70559,60.31,130.56
70560,65.1,132.17
70561,65.1,132.17
70562,65.1,132.17
70563,65.1,132.17
70564,60.31,130.56
70565,60.31,130.56
70566,65.11,131.3
70567,60.31,130.56
70568,60.31,130.56
70569,60.31,130.56
70570,60.31,130.56
70571,60.31,130.56
70572,65.1,132.17
70573,60.31,130.56
70574,65.11,131.3
70575,65.11,131.3
70576,65.11,131.3
70577,65.11,131.3
70578,60.31,130.56
70579,60.31,130.56
70580,60.31,130.56
70581,65.11,131.3
70582,65.1,132.17
70583,60.31,130.56
70584,65.1,132.17
70585,60.31,130.56
70586,60.31,130.56
70587,65.1,132.17
70588,65.11,131.3
70589,65.11,131.3
70590,60.31,130.56
70591,60.31,130.56
70592,60.31,130.56
70593,60.31,130.56
70594,60.31,130.56
70595,60.31,130.56
70596,60.31,130.56
70597,60.31,130.56
70598,60.31,130.56
70599,65.1,132.17
70600,65.1,132.17
70601,65.11,131.3
70602,65.1,132.17
70603,60.31,130.56
70604,65.1,132.17
70605,65.11,131.3
70606,65.11,131.3
70607,65.1,132.17
70608,60.31,130.56
70609,65.1,132.17
70610,65.1,132.17
70611,59.51,130.58
70612,65.11,131.3
70613,65.1,132.17
70614,60.31,130.56
70615,60.31,130.56
70616,65.11,131.3
70617,60.31,130.56
70618,65.11,131.3
70619,60.31,130.56
70620,60.31,130.56
70621,60.31,130.56
70622,60.31,130.56
70623,60.31,130.56
70624,60.31,130.56
70625,60.31,130.56
70626,59.51,130.58
70627,60.31,130.56
70628,59.49,131.45
70629,60.31,130.56
70630,59.49,131.45
70631,59.49,131.45
70632,59.49,131.45
70633,59.51,130.58
70634,59.49,131.45
70635,60.31,130.56
70636,60.29,131.43
70637,59.51,130.58
70638,59.51,130.58
70639,65.11,131.3
70640,65.11,131.3
70641,59.51,130.58
70642,65.11,131.3
70643,65.11,131.3
70644,59.49,131.45
70645,60.31,130.56
70646,59.49,131.45
70647,59.49,131.45
70648,59.51,130.58
70649,59.51,130.58
70650,60.31,130.56
70651,59.51,130.58
70652,59.51,130.58
70653,65.1,132.17
70654,59.51,130.58
70655,65.1,132.17
70656,59.51,130.58
70657,65.11,131.3
70658,65.1,132.17
70659,60.31,130.56
70660,60.31,130.56
70661,60.31,130.56
70662,65.11,131.3
70663,65.11,131.3
70664,65.1,132.17
70665,60.31,130.56
70666,60.31,130.56
70667,65.11,131.3
70668,60.31,130.56
70669,65.11,131.3
70670,65.11,131.3
70671,60.31,130.56
70672,60.31,130.56
70673,60.31,130.56
70674,60.31,130.56
70675,60.31,130.56
70676,60.31,130.56
70677,65.11,131.3
70678,65.11,131.3
70679,60.31,130.56
70680,60.31,130.56
70681,60.31,130.56
70682,60.31,130.56
70683,65.11,131.3
70684,65.11,131.3
70685,65.92,131.28
70686,60.31,130.56
70687,61.11,130.53
70688,60.31,130.56
70689,65.11,131.3
70690,65.92,131.28
70691,65.92,131.28
70692,65.11,131.3
70693,65.92,131.28
70694,65.92,131.28
70695,65.11,131.3
70696,65.11,131.3
70697,65.11,131.3
70698,65.11,131.3
70699,65.11,131.3
70700,60.31,130.56
70701,65.11,131.3
70702,65.11,131.3
70703,65.1,132.17
70704,64.3,132.19
70705,64.3,132.19
70706,64.3,132.19
70707,64.3,132.19
70708,64.31,131.32
70709,64.31,131.32
70710,64.31,131.32
70711,64.31,131.32
70712,64.31,131.32
70713,64.31,131.32
70714,64.31,131.32
70715,64.31,131.32
70716,64.31,131.32
70717,64.31,131.32
70718,64.31,131.32
70719,59.51,130.58
70720,59.51,130.58
70721,59.51,130.58
70722,64.31,131.32
70723,64.31,131.32
70724,59.51,130.58
70725,64.31,131.32
70726,64.31,131.32
70727,58.71,130.6
70728,58.71,130.6
70729,63.51,131.34
70730,58.71,130.6
70731,58.71,130.6
70732,59.51,130.58
70733,59.51,130.58
70734,64.31,131.32
70735,64.31,131.32
70736,63.51,131.34
70737,64.31,131.32
70738,64.31,131.32
70739,64.31,131.32
70740,64.31,131.32
70741,58.71,130.6
70742,63.51,131.34
70743,63.51,131.34
70744,63.51,131.34
70745,63.51,131.34
70746,63.51,131.34
70747,64.31,131.32
70748,64.31,131.32
70749,63.51,131.34
70750,63.51,131.34
70751,63.51,131.34
70752,63.51,131.34
70753,63.51,131.34
70754,63.51,131.34
70755,63.51,131.34
70756,63.51,131.34
70757,63.51,131.34
70758,63.51,131.34
70759,63.51,131.34
70760,63.51,131.34
70761,63.51,131.34
70762,63.51,131.34
70763,63.51,131.34
70764,63.51,131.34
70765,63.51,131.34
70766,62.7,131.36
70767,63.51,131.34
70768,63.51,131.34
70769,63.51,131.34
70770,63.51,131.34
70771,64.31,131.32
70772,64.31,131.32
70773,64.31,131.32
70774,65.11,131.3
70775,65.92,131.28
70776,65.92,131.28
70777,65.9,132.15
70778,65.9,132.15
70779,65.92,131.28
70780,66.71,132.13
70781,66.71,132.13
70782,66.71,132.13
70783,66.71,132.13
70784,65.92,131.28
70785,65.92,131.28
70786,65.92,131.28
70787,65.92,131.28
70788,66.72,131.26
70789,66.72,131.26
70790,66.72,131.26
70791,66.72,131.26
70792,66.72,131.26
70793,66.72,131.26
70794,66.72,131.26
70795,66.72,131.26
70796,66.72,131.26
70797,66.72,131.26
70798,66.72,131.26
70799,66.72,131.26
70800,66.72,131.26
70801,67.53,131.24
70802,66.71,132.13
70803,67.51,132.11
70804,66.71,132.13
70805,66.71,132.13
70806,66.71,132.13
70807,66.71,132.13
70808,66.71,132.13
70809,66.71,132.13
70810,66.71,132.13
70811,66.72,131.26
70812,66.72,131.26
70813,66.72,131.26
70814,66.72,131.26
70815,66.72,131.26
70816,66.71,132.13
70817,66.71,132.13
70818,66.71,132.13
70819,66.72,131.26
70820,66.71,132.13
70821,66.72,131.26
70822,66.72,131.26
70823,66.72,131.26
70824,66.72,131.26
70825,66.72,131.26
70826,66.72,131.26
70827,66.72,131.26
70828,66.72,131.26
70829,66.72,131.26
70830,66.72,131.26
70831,66.72,131.26
70832,66.72,131.26
70833,65.92,131.28
70834,65.92,131.28
70835,65.92,131.28
70836,65.92,131.28
70837,65.92,131.28
70838,65.92,131.28
70839,65.92,131.28
70840,61.11,130.53
70841,61.11,130.53
70842,65.92,131.28
70843,65.92,131.28
70844,65.92,131.28
70845,65.92,131.28
70846,66.72,131.26
70847,65.92,131.28
70848,65.92,131.28
70849,65.92,131.28
70850,65.92,131.28
70851,65.92,131.28
70852,61.11,130.53
70853,65.92,131.28
70854,61.11,130.53
70855,61.11,130.53
70856,61.11,130.53
70857,65.92,131.28
70858,65.92,131.28
70859,65.92,131.28
70860,65.92,131.28
70861,65.92,131.28
70862,65.92,131.28
70863,65.92,131.28
70864,65.92,131.28
70865,65.92,131.28
70866,65.92,131.28
70867,65.92,131.28
70868,65.92,131.28
70869,61.11,130.53
70870,65.92,131.28
70871,65.92,131.28
70872,60.31,130.56
70873,61.11,130.53
70874,65.92,131.28
70875,60.31,130.56
70876,61.11,130.53
70877,60.31,130.56
70878,61.11,130.53
70879,65.92,131.28
70880,65.92,131.28
70881,65.92,131.28
70882,65.92,131.28
70883,65.92,131.28
70884,61.11,130.53
70885,65.92,131.28
70886,65.92,131.28
70887,65.92,131.28
70888,61.11,130.53
70889,61.11,130.53
70890,61.11,130.53
70891,61.11,130.53
70892,61.11,130.53
70893,61.11,130.53
70894,65.92,131.28
70895,61.11,130.53
70896,61.11,130.53
70897,61.11,130.53
70898,61.11,130.53
70899,65.92,131.28
70900,65.92,131.28
70901,65.92,131.28
70902,65.92,131.28
70903,65.92,131.28
70904,65.92,131.28
70905,65.92,131.28
70906,66.72,131.26
70907,66.72,131.26
70908,67.54,130.37
70909,68.34,130.36
70910,68.34,130.36
70911,68.34,130.36
70912,68.34,130.36
70913,69.15,130.34
70914,69.15,130.34
70915,69.16,129.47
70916,69.16,129.47
70917,69.16,129.47
70918,69.16,129.47
70919,69.96,129.45
70920,65.14,129.56
70921,65.14,129.56
70922,65.14,129.56
70923,65.94,129.54
70924,65.94,129.54
70925,66.74,129.52
70926,66.74,129.52
70927,66.74,129.52
70928,70.79,127.69
70929,69.97,128.58
70930,69.97,128.58
70931,67.53,131.24
70932,67.54,130.37
70933,67.54,130.37
70934,67.54,130.37
70935,67.55,129.5
70936,67.54,130.37
70937,67.54,130.37
70938,67.54,130.37
70939,67.54,130.37
70940,68.34,130.36
70941,68.34,130.36
70942,67.54,130.37
70943,67.54,130.37
70944,66.74,129.52
70945,65.95,128.67
70946,66.74,129.52
70947,65.95,128.67
70948,65.95,128.67
70949,65.95,128.67
70950,65.95,128.67
70951,65.95,128.67
70952,65.95,128.67
70953,65.96,127.8
70954,65.16,127.82
70955,65.16,127.82
70956,65.17,126.95
70957,65.17,126.95
70958,64.37,126.96
70959,65.16,127.82
70960,64.37,126.96
70961,64.37,126.96
70962,64.37,126.96
70963,64.37,126.96
70964,64.37,126.96
70965,65.17,126.95
70966,65.17,126.95
70967,65.17,126.95
70968,64.38,126.09
70969,64.37,126.96
70970,64.37,126.96
70971,64.37,126.96
70972,64.38,126.09
70973,64.37,126.96
70974,65.17,126.95
70975,64.38,126.09
70976,65.17,126.95
70977,65.18,126.07
70978,64.38,126.09
70979,64.37,126.96
70980,65.17,126.95
70981,65.17,126.95
70982,65.17,126.95
70983,65.17,126.95
70984,65.16,127.82
70985,65.97,126.93
70986,65.18,126.07
70987,65.97,126.93
70988,65.17,126.95
70989,65.17,126.95
70990,65.17,126.95
70991,65.18,126.07
70992,65.17,126.95
70993,65.17,126.95
70994,65.17,126.95
70995,65.17,126.95
70996,65.18,126.07
70997,65.17,126.95
70998,65.17,126.95
70999,65.17,126.95
71000,65.18,126.07
71001,65.18,126.07
71002,65.18,126.07
71003,65.17,126.95
71004,65.17,126.95
71005,65.18,126.07
71006,65.17,126.95
71007,65.17,126.95
71008,65.17,126.95
71009,65.17,126.95
71010,65.96,127.8
71011,65.96,127.8
71012,65.96,127.8
71013,65.96,127.8
71014,65.96,127.8
71015,65.96,127.8
71016,65.96,127.8
71017,65.96,127.8
71018,65.96,127.8
71019,65.17,126.95
71020,65.17,126.95
71021,65.97,126.93
71022,65.97,126.93
71023,65.97,126.93
71024,65.17,126.95
71025,65.96,127.8
71026,65.18,126.07
71027,65.17,126.95
71028,65.96,127.8
71029,65.96,127.8
71030,65.96,127.8
71031,65.18,126.07
71032,65.18,126.07
71033,65.18,126.07
71034,65.18,126.07
71035,65.18,126.07
71036,65.18,126.07
71037,65.18,126.07
71038,65.18,126.07
71039,65.18,126.07
71040,65.17,126.95
71041,65.18,126.07
71042,65.18,126.07
71043,65.17,126.95
71044,65.17,126.95
71045,65.18,126.07
71046,64.38,126.09
71047,65.18,126.07
71048,65.18,126.07
71049,65.18,126.07
71050,65.18,126.07
71051,65.18,126.07
71052,65.18,126.07
71053,65.18,126.07
71054,65.18,126.07
71055,65.18,126.07
71056,65.18,126.07
71057,65.18,126.07
71058,65.18,126.07
71059,65.17,126.95
71060,65.17,126.95
71061,65.18,126.07
71062,65.17,126.95
71063,65.17,126.95
71064,65.17,126.95
71065,64.38,126.09
71066,64.38,126.09
71067,65.18,126.07
71068,64.38,126.09
71069,65.18,126.07
71070,64.38,126.09
71071,64.38,126.09
71072,64.38,126.09
71073,65.18,126.07
71074,64.38,126.09
71075,65.18,126.07
71076,65.18,126.07
71077,65.18,126.07
71078,65.18,126.07
71079,65.18,126.07
71080,65.18,126.07
71081,65.18,126.07
71082,65.18,126.07
71083,65.97,126.93
71084,65.18,126.07
71085,65.18,126.07
71086,65.98,126.05
71087,65.18,126.07
71088,65.18,126.07
71089,65.18,126.07
71090,65.18,126.07
71091,65.18,126.07
71092,65.18,126.07
71093,65.18,126.07
71094,65.18,126.07
71095,65.18,126.07
71096,65.17,126.95
71097,65.18,126.07
71098,65.18,126.07
71099,65.18,126.07
71100,65.98,126.05
71101,65.18,126.07
71102,65.18,126.07
71103,65.18,126.07
71104,65.18,126.07
71105,65.19,125.2
71106,65.19,125.2
71107,65.19,125.2
71108,65.19,125.2
71109,65.18,126.07
71110,65.18,126.07
71111,65.98,126.05
71112,65.18,126.07
71113,65.98,126.05
71114,65.18,126.07
71115,65.18,126.07
71116,65.18,126.07
71117,65.18,126.07
71118,65.18,126.07
71119,65.18,126.07
71120,65.18,126.07
71121,65.18,126.07
71122,65.18,126.07
71123,65.18,126.07
71124,65.18,126.07
71125,65.19,125.2
71126,64.39,125.22
71127,65.19,125.2
71128,65.19,125.2
71129,65.18,126.07
71130,65.18,126.07
71131,65.18,126.07
71132,65.19,125.2
71133,65.18,126.07
71134,64.38,126.09
71135,65.18,126.07
71136,64.38,126.09
71137,65.18,126.07
71138,65.18,126.07
71139,65.18,126.07
71140,65.18,126.07
71141,65.18,126.07
71142,65.98,126.05
71143,65.18,126.07
71144,65.18,126.07
71145,65.18,126.07
71146,65.18,126.07
71147,65.18,126.07
71148,65.18,126.07
71149,65.18,126.07
71150,65.18,126.07
71151,65.18,126.07
71152,65.18,126.07
71153,65.18,126.07
71154,65.19,125.2
71155,65.19,125.2
71156,65.19,125.2
71157,65.19,125.2
71158,65.18,126.07
71159,65.19,125.2
71160,65.19,125.2
71161,65.18,126.07
71162,65.19,125.2
71163,65.18,126.07
71164,65.18,126.07
71165,65.18,126.07
71166,65.19,125.2
71167,65.19,125.2
71168,65.19,125.2
71169,64.38,126.09
71170,65.18,126.07
71171,65.18,126.07
71172,65.19,125.2
71173,65.18,126.07
71174,65.18,126.07
71175,65.18,126.07
71176,65.19,125.2
71177,65.19,125.2
71178,65.18,126.07
71179,65.19,125.2
71180,65.19,125.2
71181,65.18,126.07
71182,65.19,125.2
71183,65.18,126.07
71184,65.19,125.2
71185,65.19,125.2
71186,65.19,125.2
71187,65.18,126.07
71188,65.18,126.07
71189,65.18,126.07
71190,64.39,125.22
71191,65.18,126.07
71192,65.18,126.07
71193,65.18,126.07
71194,65.18,126.07
71195,65.18,126.07
71196,65.18,126.07
71197,64.39,125.22
71198,65.18,126.07
71199,64.38,126.09
71200,64.39,125.22
71201,64.38,126.09
71202,65.18,126.07
71203,65.18,126.07
71204,65.18,126.07
71205,64.39,125.22
71206,64.39,125.22
71207,64.39,125.22
71208,65.19,125.2
71209,65.18,126.07
71210,64.39,125.22
71211,65.19,125.2
71212,65.19,125.2
71213,65.19,125.2
71214,65.19,125.2
71215,65.19,125.2
71216,65.18,126.07
71217,65.19,125.2
71218,65.18,126.07
71219,65.18,126.07
71220,64.39,125.22
71221,65.19,125.2
71222,65.19,125.2
71223,65.18,126.07
71224,64.39,125.22
71225,65.19,125.2
71226,65.19,125.2
71227,65.18,126.07
71228,65.19,125.2
71229,64.39,125.22
71230,65.19,125.2
71231,65.18,126.07
71232,65.18,126.07
71233,65.19,125.2
71234,65.18,126.07
71235,65.19,125.2
71236,65.19,125.2
71237,65.19,125.2
71238,65.18,126.07
71239,65.18,126.07
71240,65.18,126.07
71241,65.18,126.07
71242,65.18,126.07
71243,65.18,126.07
71244,65.18,126.07
71245,64.39,125.22
71246,64.39,125.22
71247,64.39,125.22
71248,65.18,126.07
71249,65.19,125.2
71250,65.19,125.2
71251,65.19,125.2
71252,65.19,125.2
71253,65.18,126.07
71254,65.18,126.07
71255,65.19,125.2
71256,65.18,126.07
71257,65.19,125.2
71258,65.18,126.07
71259,65.18,126.07
71260,65.19,125.2
71261,65.18,126.07
71262,65.18,126.07
71263,65.18,126.07
71264,65.18,126.07
71265,65.18,126.07
71266,65.18,126.07
71267,65.18,126.07
71268,65.19,125.2
71269,65.18,126.07
71270,65.18,126.07
71271,65.19,125.2
71272,65.18,126.07
71273,65.18,126.07
71274,65.19,125.2
71275,65.19,125.2
71276,65.19,125.2
71277,65.18,126.07
71278,64.39,125.22
71279,65.19,125.2
71280,65.18,126.07
71281,65.19,125.2
71282,65.19,125.2
71283,65.19,125.2
71284,65.18,126.07
71285,65.19,125.2
71286,65.19,125.2
71287,65.18,126.07
71288,65.19,125.2
71289,65.19,125.2
71290,65.18,126.07
71291,65.19,125.2
71292,65.19,125.2
71293,65.19,125.2
71294,65.19,125.2
71295,65.19,125.2
71296,65.19,125.2
71297,65.19,125.2
71298,65.19,125.2
71299,65.19,125.2
71300,65.19,125.2
71301,65.19,125.2
71302,65.19,125.2
71303,65.19,125.2
71304,65.18,126.07
71305,65.18,126.07
71306,65.18,126.07
71307,65.18,126.07
71308,65.18,126.07
71309,65.18,126.07
71310,65.19,125.2
71311,64.39,125.22
71312,65.18,126.07
71313,65.18,126.07
71314,65.18,126.07
71315,65.18,126.07
71316,65.19,125.2
71317,65.18,126.07
71318,65.18,126.07
71319,65.18,126.07
71320,65.19,125.2
71321,65.19,125.2
71322,65.19,125.2
71323,65.18,126.07
71324,65.18,126.07
71325,65.19,125.2
71326,65.19,125.2
71327,65.19,125.2
71328,65.18,126.07
71329,65.19,125.2
71330,65.18,126.07
71331,65.19,125.2
71332,65.18,126.07
71333,65.19,125.2
71334,65.18,126.07
71335,65.18,126.07
71336,65.18,126.07
71337,64.39,125.22
71338,65.18,126.07
71339,65.19,125.2
71340,64.38,126.09
71341,64.39,125.22
71342,65.19,125.2
71343,65.18,126.07
71344,64.39,125.22
71345,64.39,125.22
71346,64.39,125.22
71347,64.39,125.22
71348,64.39,125.22
71349,64.39,125.22
71350,65.19,125.2
71351,64.39,125.22
71352,64.39,125.22
71353,64.39,125.22
71354,64.39,125.22
71355,64.38,126.09
71356,64.38,126.09
71357,65.18,126.07
71358,64.38,126.09
71359,64.38,126.09
71360,64.38,126.09
71361,64.38,126.09
71362,64.38,126.09
71363,64.38,126.09
71364,64.38,126.09
71365,64.38,126.09
71366,64.38,126.09
71367,64.38,126.09
71368,64.38,126.09
71369,64.38,126.09
71370,64.38,126.09
71371,64.38,126.09
71372,64.38,126.09
71373,64.38,126.09
71374,64.39,125.22
71375,64.38,126.09
71376,64.38,126.09
71377,64.38,126.09
71378,64.38,126.09
71379,64.38,126.09
71380,64.38,126.09
71381,64.38,126.09
71382,64.38,126.09
71383,64.39,125.22
71384,64.38,126.09
71385,64.38,126.09
71386,64.38,126.09
71387,64.38,126.09
71388,64.38,126.09
71389,64.38,126.09
71390,64.39,125.22
71391,64.39,125.22
71392,64.39,125.22
71393,64.39,125.22
71394,64.39,125.22
71395,64.38,126.09
71396,64.39,125.22
71397,64.39,125.22
71398,64.39,125.22
71399,64.39,125.22
71400,64.39,125.22
71401,65.19,125.2
71402,65.19,125.2
71403,64.39,125.22
71404,65.19,125.2
71405,64.39,125.22
71406,64.39,125.22
71407,64.39,125.22
71408,65.18,126.07
71409,64.39,125.22
71410,64.39,125.22
71411,64.39,125.22
71412,64.39,125.22
71413,64.39,125.22
71414,65.18,126.07
71415,64.38,126.09
71416,64.39,125.22
71417,64.39,125.22
71418,64.38,126.09
71419,64.38,126.09
71420,64.38,126.09
71421,65.18,126.07
71422,64.38,126.09
71423,65.17,126.95
71424,65.18,126.07
71425,65.18,126.07
71426,65.18,126.07
71427,65.18,126.07
71428,65.18,126.07
71429,65.18,126.07
71430,65.18,126.07
71431,65.18,126.07
71432,64.38,126.09
71433,64.38,126.09
71434,64.38,126.09
71435,64.38,126.09
71436,64.38,126.09
71437,65.18,126.07
71438,64.38,126.09
71439,64.38,126.09
71440,64.38,126.09
71441,64.38,126.09
71442,65.18,126.07
71443,64.38,126.09
71444,65.18,126.07
71445,65.18,126.07
71446,65.18,126.07
71447,65.19,125.2
71448,65.18,126.07
71449,64.39,125.22
71450,64.39,125.22
71451,63.59,125.24
71452,64.39,125.22
71453,64.39,125.22
71454,64.39,125.22
71455,64.39,125.22
71456,64.39,125.22
71457,65.19,125.2
71458,65.19,125.2
71459,65.19,125.2
71460,65.19,125.2
71461,65.19,125.2
71462,65.19,125.2
71463,65.19,125.2
71464,65.19,125.2
71465,65.19,125.2
71466,65.18,126.07
71467,65.19,125.2
71468,65.19,125.2
71469,65.19,125.2
71470,65.19,125.2
71471,65.19,125.2
71472,65.19,125.2
71473,65.19,125.2
71474,64.38,126.09
71475,64.38,126.09
71476,64.39,125.22
71477,64.38,126.09
71478,64.39,125.22
71479,64.39,125.22
71480,64.39,125.22
71481,63.59,125.24
71482,63.59,125.24
71483,63.59,125.24
71484,63.59,125.24
71485,64.39,125.22
71486,63.59,125.24
71487,64.39,125.22
71488,64.39,125.22
71489,63.59,125.24
71490,64.39,125.22
71491,63.59,125.24
71492,63.59,125.24
71493,64.39,125.22
71494,63.59,125.24
71495,62.79,125.26
71496,61.99,125.28
71497,61.17,126.17
71498,61.97,126.15
71499,61.97,126.15
71500,61.97,126.15
71501,62.78,126.13
71502,61.99,125.28
71503,62.78,126.13
71504,63.58,126.11
71505,62.78,126.13
71506,63.58,126.11
71507,64.37,126.96
71508,63.58,126.11
71509,63.58,126.11
71510,63.58,126.11
71511,63.58,126.11
71512,64.38,126.09
71513,64.38,126.09
71514,64.38,126.09
71515,64.38,126.09
71516,65.18,126.07
71517,64.38,126.09
71518,64.38,126.09
71519,64.38,126.09
71520,64.39,125.22
71521,64.38,126.09
71522,64.39,125.22
71523,64.38,126.09
71524,64.39,125.22
71525,64.38,126.09
71526,64.38,126.09
71527,64.39,125.22
71528,64.39,125.22
71529,65.18,126.07
71530,64.39,125.22
71531,64.38,126.09
71532,65.18,126.07
71533,65.18,126.07
71534,65.18,126.07
71535,65.18,126.07
71536,65.18,126.07
71537,65.18,126.07
71538,65.18,126.07
71539,65.18,126.07
71540,65.18,126.07
71541,65.18,126.07
71542,65.18,126.07
71543,65.18,126.07
71544,64.38,126.09
71545,65.18,126.07
71546,65.18,126.07
71547,65.18,126.07
71548,65.18,126.07
71549,65.18,126.07
71550,65.18,126.07
71551,64.39,125.22
71552,65.18,126.07
